Zipcode,Total_POP,TMale,TMale21 ,TMale35,TMale65,TFemale21,TFemale35,TFemale65,TFemal
50263,23858,11527,46,987,109,104,1016,174,12331
4413,199,117,0,21,0,0,0,0,82
5345,2383,1126,17,73,43,8,64,47,1257
7608,107,48,0,1,0,0,6,0,59
15031,331,115,0,0,0,0,0,0,216
41124,983,578,13,51,17,13,17,20,405
47805,12695,6420,107,396,111,72,437,152,6275
13436,123,91,0,0,2,0,0,0,32
29306,16085,7361,89,271,107,131,531,100,8724
29835,6112,2999,55,224,135,55,108,157,3113
26384,615,376,0,0,11,0,10,0,239
28101,826,352,2,34,0,16,25,17,474
44423,2423,1109,0,53,5,0,79,46,1314
45642,0,0,0,0,0,0,0,0,0
35555,9617,4905,47,241,143,63,257,154,4712
39354,2894,1343,126,16,23,118,59,16,1551
31216,17246,9350,66,533,190,52,505,235,7896
80644,3207,1587,0,58,24,20,102,42,1620
20194,12421,5917,24,516,130,93,396,253,6504
83615,1639,864,0,27,14,0,32,1,775
20758,466,241,0,10,0,0,0,0,225
11959,784,363,0,0,32,0,5,10,421
75850,674,401,0,2,0,0,0,17,273
12308,15422,7570,213,457,88,88,570,175,7852
69169,589,277,5,14,7,0,26,6,312
85035,58327,28128,615,1967,344,688,1862,411,30199
27299,5945,2944,99,124,18,38,214,70,3001
70393,929,426,0,8,30,0,26,0,503
24265,680,264,0,31,0,0,0,0,416
95630,76973,40091,214,2710,668,228,2536,904,36882
24574,3882,2104,66,105,62,67,17,65,1778
25107,492,231,0,14,0,0,0,14,261
93460,4929,2484,30,42,113,60,131,94,2445
11782,14915,7245,66,389,111,90,425,196,7670
63744,113,47,0,0,0,0,6,1,66
47933,27661,14284,369,750,326,77,870,306,13377
48438,6956,3353,19,104,68,31,194,68,3603
37042,77168,38573,846,2492,659,774,2747,871,38595
38135,29714,14370,159,685,433,209,899,707,15344
38334,2054,948,43,24,17,50,56,30,1106
47576,346,138,0,0,8,0,0,8,208
79605,29639,14937,333,917,306,194,921,451,14702
80125,10552,5388,54,368,197,0,483,175,5164
80214,26245,13719,180,1282,355,96,1323,295,12526
83204,18435,8805,114,656,250,70,758,309,9630
62036,803,450,0,21,19,0,20,15,353
62836,800,423,12,24,9,0,51,30,377
73074,1095,526,9,38,9,3,47,38,569
67543,2029,983,0,44,13,3,71,62,1046
68841,482,242,0,14,5,0,14,11,240
70659,1628,774,24,30,44,19,78,11,854
75640,4585,2582,0,215,61,0,194,26,2003
89005,15680,7896,23,267,291,64,328,191,7784
17876,1926,890,11,73,18,0,43,32,1036
17933,146,112,0,0,0,0,22,0,34
17970,3139,1464,12,99,35,32,85,29,1675
21619,5891,2841,27,145,70,0,238,150,3050
12430,1147,546,0,48,7,0,12,68,601
16912,2186,1163,11,106,37,23,104,6,1023
17502,2750,1370,50,135,25,6,111,39,1380
44301,15060,7391,116,403,167,35,574,139,7669
44667,13410,6874,171,358,130,89,407,144,6536
38652,16734,8355,218,431,172,127,665,287,8379
40213,16221,7808,108,650,100,87,715,320,8413
32703,50992,24596,251,1617,344,290,1894,597,26396
33331,25854,12935,143,760,315,80,845,240,12919
66932,90,42,0,0,9,0,0,0,48
68110,9286,5142,43,382,107,53,342,135,4144
62810,834,410,3,28,14,0,35,18,424
58227,499,244,1,21,10,1,8,12,255
58521,615,297,6,13,25,0,14,0,318
58523,3721,1902,17,142,57,0,106,44,1819
59014,1733,835,24,24,23,0,35,21,898
62357,475,188,4,0,1,6,17,6,287
48179,3596,1781,36,88,26,0,153,101,1815
48813,20972,10364,148,566,278,141,718,383,10608
71031,1033,501,37,2,31,2,75,22,532
71234,3878,1934,12,106,50,0,100,59,1944
72127,2168,1097,6,80,7,3,66,62,1071
72175,291,135,0,4,0,4,0,6,156
74825,2099,986,3,41,12,4,43,27,1113
75438,908,459,0,31,12,0,46,18,449
75703,41842,20449,415,1085,322,200,1203,661,21393
45380,5385,2567,17,149,46,5,127,87,2818
55128,28849,13466,155,818,318,174,775,438,15383
54758,4473,2208,15,105,62,21,149,52,2265
36580,5762,3031,22,157,19,42,194,81,2731
39301,26208,12689,102,934,291,261,942,432,13519
33401,28287,13532,285,1041,228,326,767,301,14755
33430,22603,11261,213,551,344,179,519,308,11342
33487,20176,9744,0,724,436,136,508,361,10432
41540,224,132,0,4,0,0,12,13,92
41632,480,239,0,10,10,0,5,9,241
49611,266,122,0,25,0,0,0,0,144
14032,8955,4611,62,269,45,13,266,85,4344
15656,10115,5037,76,259,149,22,240,189,5078
4860,1537,757,0,42,46,29,44,91,780
6489,33620,16170,145,1030,542,92,1009,526,17450
24161,484,248,0,21,0,0,0,6,236
24915,501,252,0,35,4,0,0,8,249
19941,2853,1190,17,145,14,0,46,11,1663
10701,59312,28336,310,2158,584,466,2148,931,30976
11797,8737,4073,23,197,137,41,160,83,4664
12433,549,232,0,25,8,0,0,7,317
12752,251,147,0,9,0,0,8,4,104
1773,4775,2256,6,66,99,18,49,96,2519
2653,5852,2646,0,171,58,0,168,165,3206
26520,1204,541,0,37,0,81,39,23,663
59062,7,5,0,0,1,0,0,2,2
59530,71,31,0,0,5,0,0,0,40
60108,22766,10740,217,819,284,96,938,384,12026
57470,94,57,0,0,0,0,0,2,37
58205,338,264,30,0,0,3,0,0,74
35587,676,407,33,0,9,8,9,0,269
41538,49,31,0,0,0,0,0,6,18
42733,1107,522,0,36,15,0,23,10,585
46776,1399,795,1,52,32,7,37,4,604
50604,1679,849,20,26,31,24,20,32,830
12136,699,314,0,26,8,0,23,22,385
12775,1986,979,0,88,79,51,15,37,1007
52641,12254,6324,105,438,173,87,323,144,5930
53098,11770,5821,40,383,108,64,273,175,5949
54208,6367,3255,41,159,80,39,174,116,3112
29630,14972,7402,331,313,153,571,255,221,7570
22476,385,170,0,38,0,0,21,0,215
22851,5920,2880,12,221,70,19,185,66,3040
22964,330,146,0,5,24,0,16,0,184
24221,519,223,0,0,0,12,19,21,296
11576,12099,5658,7,292,213,62,265,218,6441
12831,17228,8639,97,598,122,100,449,220,8589
13118,6039,3496,37,249,54,59,130,56,2543
24630,7177,3702,7,179,163,3,220,105,3475
92708,57416,27901,272,1467,679,318,1608,894,29515
87317,1696,856,0,196,0,58,5,90,840
83540,2417,1178,7,63,21,13,98,15,1239
84084,38383,19576,339,1691,385,275,1393,280,18807
98447,735,317,43,0,0,64,0,0,418
99751,143,70,4,6,0,0,6,3,73
7456,12147,6007,78,408,78,23,353,147,6140
7606,2580,1357,20,117,15,7,123,14,1223
2818,18190,8656,29,523,198,115,393,317,9534
2831,3501,1791,15,122,32,0,166,37,1710
6108,24672,13113,143,800,230,134,947,225,11559
25510,4888,2501,0,133,130,45,150,24,2387
27816,2578,1391,52,83,24,0,15,43,1187
28056,34401,16204,146,843,449,178,944,501,18197
35071,16181,7848,23,484,204,87,562,238,8333
35954,11818,5621,105,397,174,82,439,186,6197
37076,38957,19208,159,1241,252,182,1704,611,19749
38012,13941,6235,90,384,163,37,572,199,7706
28606,1689,904,0,36,25,0,83,14,785
80642,3842,2210,26,118,88,0,137,58,1632
83210,3533,1825,20,155,39,5,72,83,1708
94518,28428,13904,149,1184,221,123,985,492,14524
97837,58,36,0,0,2,0,0,6,22
99131,138,77,0,1,1,0,1,3,61
92562,64116,30339,186,1814,548,443,2037,635,33777
92603,19650,9645,49,726,262,32,852,114,10005
84731,225,95,10,0,0,0,16,0,130
85912,292,155,31,0,0,0,0,0,137
40157,893,441,0,17,17,0,13,29,452
40258,26937,13501,140,901,307,140,906,234,13436
40801,526,301,0,10,19,0,43,19,225
42211,13373,6636,63,328,196,6,421,310,6737
42332,149,96,0,0,0,0,0,0,53
43221,32913,16054,82,1359,305,87,1475,488,16859
61353,1201,566,8,32,34,14,20,21,635
61562,44,35,0,0,0,0,0,0,9
62220,18302,9182,66,606,157,141,634,316,9120
62983,1411,715,2,61,48,7,66,3,696
63122,38686,18084,76,1248,453,133,1387,623,20602
63866,299,93,0,0,0,0,11,26,206
58038,353,171,0,15,5,0,12,12,182
45801,22688,12164,121,658,302,84,709,318,10524
46816,19219,8907,267,469,190,224,443,292,10312
61334,732,377,0,24,1,2,13,17,355
62016,3674,1826,6,114,25,33,149,50,1848
57703,16294,8384,166,500,397,35,410,206,7910
62972,1039,474,8,7,28,52,7,15,565
72130,835,344,0,40,37,11,14,31,491
703,26320,12779,230,822,234,138,689,342,13541
956,65355,30611,405,1912,616,251,2257,1041,34744
99588,803,429,0,56,3,26,7,3,374
90815,41026,20082,425,1045,351,423,1365,536,20944
40004,30301,14919,232,878,240,60,1021,464,15382
45252,4336,2287,29,119,61,17,29,82,2049
45788,1298,731,0,14,0,0,40,11,567
46765,5472,2864,36,244,29,0,229,91,2608
35564,2112,976,32,33,16,7,19,46,1136
36549,4996,2293,0,166,82,0,181,0,2703
37149,2713,1377,0,103,33,0,151,65,1336
37351,375,161,18,39,0,14,0,0,214
63389,6962,3255,22,111,54,133,153,49,3707
64058,7142,3460,26,329,44,11,200,36,3682
72072,459,237,3,7,5,0,10,8,222
57021,210,131,0,9,7,0,13,6,79
57255,323,174,0,6,7,3,2,5,149
72562,2201,1037,2,30,40,3,73,34,1164
73009,1308,704,15,55,9,3,30,20,604
50232,375,148,0,14,6,0,3,14,227
52318,845,436,0,13,10,5,34,2,409
52320,1251,639,8,34,23,5,61,8,612
44612,5518,2614,19,169,33,23,148,98,2904
45154,8994,4400,14,366,67,6,301,130,4594
46987,978,498,12,4,18,0,51,3,480
47522,470,257,0,9,1,2,3,0,213
47665,3681,1849,3,111,61,2,90,44,1832
49715,3357,1639,20,125,61,28,123,59,1718
50669,2164,1049,9,70,41,7,75,36,1115
37841,8971,4452,0,473,164,32,278,133,4519
56147,195,93,0,10,2,6,4,3,102
56446,1406,698,13,45,20,15,37,16,708
56586,1927,1022,2,61,18,0,81,41,905
47840,1815,888,11,167,8,0,119,18,927
41271,190,105,0,0,0,0,0,0,85
55368,2190,1111,2,77,21,0,44,20,1079
54945,3326,1758,23,56,50,13,93,40,1568
30308,18099,10114,107,1043,102,89,789,168,7985
31003,88,45,0,0,8,0,1,4,43
21632,6065,2719,7,103,38,47,98,137,3346
14082,604,265,0,6,0,24,14,12,339
15539,681,412,0,15,0,0,0,0,269
33165,56133,26817,488,1850,429,351,1622,876,29316
27869,1928,935,49,100,45,0,8,72,993
22603,15921,8129,88,506,180,110,257,149,7792
25638,1025,498,0,14,28,0,49,47,527
2675,6616,2792,0,125,118,0,117,147,3824
3860,4395,2242,9,33,64,26,144,81,2153
5443,6930,3383,0,199,143,87,215,174,3547
58532,267,156,0,4,3,0,9,3,111
60191,14147,7117,66,502,125,109,449,273,7030
64491,1764,925,4,65,35,10,47,25,839
77957,8617,4228,48,241,103,83,322,132,4389
77968,3198,1519,0,77,41,80,96,56,1679
64029,17769,8762,36,724,92,99,508,190,9007
56589,2161,1114,7,38,31,17,68,24,1047
72169,134,79,0,6,0,0,5,2,55
73063,623,275,0,4,9,0,41,5,348
73130,20604,10115,173,490,180,84,467,347,10489
70715,1389,678,0,77,18,0,55,23,711
71853,203,87,0,2,0,0,2,1,116
72005,133,99,4,0,8,0,4,0,34
98552,424,250,0,11,0,0,1,12,174
98832,211,100,0,22,7,2,6,1,111
80829,5794,3028,0,179,62,0,173,22,2766
94801,29958,14906,91,1181,350,323,1035,267,15052
28766,1222,625,0,21,7,0,78,17,597
37148,23982,11554,81,792,171,168,804,188,12428
37683,12930,7139,176,625,170,12,247,180,5791
38047,85,50,0,0,0,0,0,0,35
43906,8643,4276,79,270,75,33,376,176,4367
17213,557,255,0,15,3,0,9,4,302
31406,35457,17225,159,1121,399,181,1385,524,18232
23325,16342,7646,139,473,204,126,598,173,8696
28555,4767,2452,19,93,16,49,57,46,2315
29834,1609,865,0,98,0,10,46,28,744
18828,296,176,0,21,0,0,8,3,120
33867,393,215,0,0,11,0,0,20,178
34949,7429,3465,10,119,210,15,167,199,3964
27541,3718,1808,13,64,57,0,50,51,1910
12816,4269,2062,25,86,97,44,125,70,2207
48631,3965,2126,0,146,116,14,97,11,1839
49115,460,234,0,0,40,0,0,0,226
43311,18946,8868,111,627,249,44,660,278,10078
45167,3700,1898,0,43,89,0,27,49,1802
51341,25,19,0,0,1,0,0,4,6
87575,775,568,0,16,28,4,0,0,207
99563,1144,649,8,52,5,8,38,2,495
84026,1467,650,15,6,0,25,41,18,817
80220,35999,17159,132,1507,292,255,1786,422,18840
80750,285,155,0,10,0,0,0,0,130
95979,430,246,9,6,2,2,2,17,184
96033,500,246,0,10,8,0,16,7,254
40068,2000,967,0,48,6,5,26,28,1033
56536,388,218,0,6,10,0,16,16,170
57117,34,34,0,0,0,0,0,0,0
57386,224,106,0,4,3,1,1,2,118
58852,1584,884,24,51,24,6,33,11,700
59353,1175,561,0,27,9,0,22,22,614
54737,578,307,0,33,4,0,34,0,271
45744,2747,1365,16,134,48,19,72,25,1382
46231,10312,5211,17,507,55,53,268,166,5101
43019,9295,4632,54,273,64,33,436,204,4663
43230,58167,27636,229,2422,633,156,2292,704,30531
43442,1170,624,0,27,41,4,19,18,546
61810,346,162,2,19,7,0,17,9,184
62476,1590,812,8,28,21,4,44,22,778
62951,4535,2278,16,69,10,0,233,36,2257
63849,113,48,0,2,6,0,0,1,65
32508,5381,4237,498,25,0,59,33,0,1144
32735,4673,2418,0,52,73,0,91,40,2255
33131,16715,8071,15,989,80,82,763,193,8644
23115,135,77,0,0,0,0,0,0,58
24946,1448,834,18,66,32,0,10,10,614
35010,20625,9757,160,491,140,77,708,265,10868
35740,3219,1466,0,107,54,9,146,62,1753
27560,32801,16291,232,2172,79,51,1948,305,16510
28543,5153,2828,324,42,0,219,14,0,2325
28613,22233,10818,63,648,229,73,749,209,11415
95422,15550,7760,98,446,232,135,356,172,7790
96114,3316,1652,0,82,35,0,50,50,1664
99139,1339,626,0,75,6,0,57,6,713
99163,34632,17504,1427,784,99,1503,629,196,17128
16728,54,28,0,0,0,0,0,2,26
16950,3291,1653,5,115,50,7,62,77,1638
32601,18579,8948,926,488,88,1040,392,70,9631
33847,171,87,9,0,0,9,0,0,84
33991,22354,10704,78,859,256,248,435,211,11650
35183,1062,521,0,9,13,0,85,15,541
24236,3152,1514,5,163,60,11,118,34,1638
30411,4766,3357,55,302,39,13,56,40,1409
30803,965,411,14,44,13,0,33,36,554
31553,4369,1966,21,116,67,18,119,14,2403
13164,2587,1297,15,113,23,0,138,31,1290
13343,1772,941,5,84,18,11,60,35,831
3748,4864,2303,0,267,80,105,117,74,2561
3812,577,314,2,3,0,1,0,4,263
70634,26058,13092,157,979,259,95,1010,285,12966
71401,257,130,0,22,0,0,19,0,127
71424,917,423,14,68,17,0,20,23,494
74134,16254,8399,105,592,133,166,495,141,7855
51039,2521,1260,4,58,21,18,73,43,1261
81057,512,274,5,14,2,0,17,10,238
83336,5562,2598,19,198,125,0,164,76,2964
92210,5049,2447,0,7,123,0,10,111,2602
93203,22744,11490,161,660,141,328,758,213,11254
87310,1151,582,18,52,14,0,37,15,569
87418,958,556,0,31,10,0,52,9,402
88242,7174,3678,83,208,64,9,275,99,3496
88410,105,40,0,9,0,0,7,0,65
97361,12091,5986,262,252,109,370,245,172,6105
83631,897,442,0,7,51,0,40,15,455
84083,1274,706,0,35,3,27,54,0,568
38633,2128,1151,28,4,41,24,72,25,977
47443,1332,701,6,27,10,7,62,25,631
81415,1506,708,0,42,1,0,45,10,798
81625,12478,6333,83,477,209,34,410,251,6145
85539,4595,2103,30,10,34,0,31,42,2492
56651,630,319,4,6,13,4,18,6,311
57232,288,152,0,21,13,1,10,4,136
58238,184,101,0,1,4,0,9,0,83
79928,57324,27796,605,1903,194,522,2111,574,29528
63540,129,60,1,2,0,0,2,1,69
73753,414,226,0,0,6,5,12,1,188
23113,25076,12111,289,703,419,91,683,269,12965
25287,1309,453,0,18,0,0,115,0,856
15864,1604,822,12,38,45,4,24,24,782
25401,14243,6472,154,440,133,162,293,158,7771
94525,3094,1443,25,131,34,31,77,66,1651
1077,9727,4747,16,302,71,71,196,219,4980
45851,746,371,10,10,5,8,15,0,375
47431,1586,784,0,54,9,17,11,45,802
31075,2677,1236,61,63,59,0,156,18,1441
32346,1769,1017,0,0,45,0,0,14,752
32541,18908,9297,54,538,267,93,573,292,9611
19720,61324,28976,387,1827,521,288,1976,670,32348
60616,54464,25807,296,1674,881,484,1855,719,28657
62081,354,181,0,9,0,0,0,5,173
71209,177,69,12,0,0,6,0,0,108
78342,427,220,0,0,0,0,16,0,207
78661,345,225,5,17,0,0,19,0,120
66047,19928,9660,305,596,187,491,579,281,10268
56208,2062,1057,9,40,28,0,51,54,1005
63953,1759,876,8,75,3,10,54,10,883
73019,0,0,0,0,0,0,0,0,0
82515,500,229,1,10,2,5,16,3,271
83236,2388,1208,14,91,35,48,81,13,1180
83342,1178,621,0,25,13,0,31,19,557
90303,24693,11821,223,649,280,106,667,235,12872
90305,15397,7020,107,348,103,63,477,360,8377
94517,13476,6483,44,319,85,105,378,195,6993
96001,34571,17041,94,1078,489,225,894,574,17530
3470,5126,2373,15,69,51,12,87,82,2753
4038,17307,8531,125,429,305,207,503,277,8776
4289,2259,1087,26,59,23,9,91,90,1172
5059,404,190,0,20,0,0,18,10,214
7203,21582,10247,401,572,133,158,715,405,11335
7720,4223,1962,0,172,46,48,205,0,2261
52037,1070,546,5,22,25,5,28,14,524
54456,5922,2948,17,226,67,17,133,66,2974
54901,38812,20322,770,1573,251,1086,867,290,18490
55376,17261,8902,0,713,57,88,604,116,8359
55786,358,205,2,19,4,0,2,2,153
42442,3131,1413,7,112,56,17,176,52,1718
37748,16860,8372,183,340,277,82,432,259,8488
38851,7853,4151,48,297,164,0,325,90,3702
51645,330,157,1,15,15,0,14,20,173
53562,25621,12610,189,815,269,52,790,403,13011
54104,1178,619,3,17,47,0,17,21,559
49266,3247,1628,13,62,118,8,71,18,1619
58046,615,315,2,13,28,6,3,12,300
59033,289,140,2,5,4,5,14,5,149
59253,92,39,0,7,3,0,11,0,53
72756,41494,20779,168,1410,467,169,969,563,20715
31637,2891,1474,14,73,43,11,92,113,1417
37023,1380,682,0,50,39,0,40,12,698
40310,337,174,1,25,0,0,3,12,163
43907,5760,2794,28,207,94,19,75,102,2966
46031,2336,1155,5,63,18,9,79,19,1181
46151,31810,15703,150,1105,392,136,1029,551,16107
33881,33463,15904,238,481,553,240,901,489,17559
35171,3679,1702,29,86,26,68,106,62,1977
36006,913,394,22,21,24,0,24,9,519
36203,18033,8649,66,702,100,87,879,282,9384
28332,354,148,0,7,0,9,0,0,206
29440,27897,12999,146,879,416,126,1170,554,14898
24225,1995,1140,33,85,0,0,25,13,855
49755,1947,988,8,28,29,7,37,20,959
50311,15740,7514,325,465,147,288,474,154,8226
50477,211,108,1,2,0,8,0,10,103
50650,881,452,0,29,15,0,16,7,429
72623,1054,569,0,46,18,0,55,0,485
75090,24580,12192,171,383,191,200,860,188,12388
48880,9867,6556,134,581,90,33,162,73,3311
12886,258,119,0,0,0,0,0,5,139
12997,1199,603,4,34,8,0,46,18,596
6831,14629,6973,38,317,215,93,447,237,7656
58740,775,401,7,36,10,0,40,8,374
59748,214,127,4,4,8,0,0,0,87
60924,1485,761,7,32,60,2,52,15,724
61059,212,87,0,6,5,4,4,0,125
62236,13757,6630,11,347,181,83,522,271,7127
85339,46251,22518,323,1439,371,202,2150,591,23733
88351,162,92,2,3,11,0,0,11,70
76052,22744,11115,175,979,384,68,931,270,11629
76118,16300,7367,69,491,123,42,605,164,8933
89311,121,57,11,0,9,0,0,0,64
92345,80808,39632,809,2244,666,561,2083,1094,41176
77988,558,229,0,27,0,0,34,10,329
78055,1817,1010,26,18,35,0,29,54,807
97736,104,64,0,6,0,0,0,0,40
98823,11239,5922,11,437,180,0,362,164,5317
99161,1307,671,0,22,27,3,44,22,636
95555,337,161,0,5,0,3,15,15,176
97108,505,178,1,19,33,2,22,16,327
64855,2625,1278,6,108,17,7,152,12,1347
64861,1631,762,33,0,17,0,15,43,869
68037,2714,1214,4,130,11,21,193,38,1500
30528,24761,11897,152,607,269,110,585,234,12864
8009,13097,6340,70,287,125,42,302,210,6757
63769,1391,708,0,48,15,1,19,30,683
49421,5894,2954,24,115,63,32,91,129,2940
49733,2217,1109,6,33,39,16,56,38,1108
56663,161,78,0,14,4,0,4,0,83
20877,38885,19378,231,1679,426,348,1499,490,19507
21861,815,336,7,30,3,5,20,16,479
23420,3856,2122,14,81,23,0,43,19,1734
2885,10464,4932,17,290,190,19,279,150,5532
5903,904,504,2,16,17,0,28,8,400
7823,7834,3779,35,104,181,0,176,150,4055
15552,5899,2850,48,168,66,16,164,72,3049
11975,223,126,0,11,0,0,11,0,97
13033,3801,1953,20,101,37,27,117,111,1848
14504,1873,947,17,57,32,8,54,9,926
10475,43208,18358,328,1076,387,153,1812,653,24850
740,1625,752,11,24,14,0,21,19,873
80549,11342,5782,0,419,89,57,507,197,5560
84117,25240,12485,93,905,195,202,798,388,12755
92056,53845,26545,427,1773,557,242,1677,861,27300
98528,10056,5229,33,308,154,79,420,238,4827
93454,40604,20261,489,1467,254,361,1165,372,20343
95126,35988,18389,179,1679,202,44,1412,357,17599
97456,2684,1411,12,115,51,0,86,64,1273
76016,31318,15334,222,925,451,144,868,428,15984
54422,1402,718,11,64,4,13,54,12,684
55121,8571,4067,40,361,36,25,303,52,4504
65456,1034,520,0,27,11,76,0,36,514
67059,947,454,17,21,7,0,23,10,493
60146,2655,1354,17,49,35,0,67,31,1301
63837,1524,805,15,19,14,7,41,13,719
63874,370,177,0,0,4,8,6,3,193
48728,242,137,0,0,20,0,2,5,105
14560,2142,1124,23,49,63,9,52,21,1018
5403,18695,8959,54,484,210,142,732,281,9736
2119,28199,13453,477,564,385,214,956,471,14746
754,37727,18380,384,1236,542,272,1152,398,19347
28458,7024,3518,88,265,99,7,199,94,3506
12140,1552,766,0,0,55,0,0,0,786
26804,839,487,18,15,21,3,28,8,352
27966,738,424,0,12,10,0,0,11,314
48030,16592,8961,87,728,226,64,614,198,7631
48841,768,390,7,37,7,0,36,4,378
53503,1987,983,9,85,29,16,59,47,1004
55334,2576,1290,20,123,27,17,67,37,1286
56320,8306,3985,113,234,89,24,207,63,4321
57553,97,62,0,4,0,0,4,0,35
44685,27842,13797,200,714,396,191,693,438,14045
45064,3060,1499,12,93,53,31,177,30,1561
35550,5761,2814,24,134,73,14,182,66,2947
38916,5116,2392,23,128,36,51,144,78,2724
46808,19386,9781,199,572,158,299,605,302,9605
49332,2771,1366,6,74,82,3,60,64,1405
44122,33342,15195,112,970,376,43,1215,411,18147
45070,185,90,0,8,2,0,4,0,95
45402,10053,5102,149,334,123,27,358,115,4951
56350,499,266,0,9,6,0,6,0,233
56444,3094,1571,12,74,94,8,56,42,1523
56672,2003,1016,11,27,40,14,26,31,987
57714,810,333,0,14,0,13,33,6,477
51005,1345,669,7,15,31,15,15,38,676
4776,1003,528,3,43,9,0,7,17,475
93241,16834,8649,28,593,32,90,550,113,8185
96107,1450,685,13,24,33,0,0,12,765
96110,161,79,0,5,18,0,0,0,82
97531,1075,575,100,18,40,0,0,0,500
98541,10211,5030,57,402,196,136,446,199,5181
93257,76923,39069,626,2145,656,454,2622,628,37854
93402,16350,8165,70,453,298,65,545,289,8185
94535,3857,1983,105,145,0,56,102,9,1874
79103,10995,5140,91,294,99,33,318,119,5855
92026,49921,25049,472,1489,531,266,1569,950,24872
92130,55316,27583,297,1689,405,57,2507,682,27733
12202,9624,4570,19,286,50,97,345,83,5054
1745,588,177,0,45,0,0,27,9,411
4939,1011,520,0,19,45,8,28,11,491
7662,5613,2625,63,181,70,43,58,33,2988
99625,76,37,0,4,0,0,2,0,39
99738,103,53,0,0,4,0,0,3,50
44134,37533,18475,202,1094,402,315,1276,681,19058
47926,1333,674,5,28,13,0,30,10,659
16726,731,430,5,38,11,0,5,11,301
8210,16413,8247,55,585,270,17,357,236,8166
12017,376,206,0,7,14,0,13,0,170
12134,4186,2042,37,76,136,53,151,49,2144
24139,423,221,0,13,0,0,0,24,202
3218,872,388,0,15,0,0,62,11,484
4965,2068,1029,0,73,42,0,43,40,1039
15062,7397,3450,38,206,122,102,252,72,3947
21639,4639,2069,35,151,6,3,199,45,2570
76110,31825,16562,229,950,272,452,857,356,15263
58401,17107,8785,124,580,224,155,416,262,8322
59933,79,48,0,3,0,0,0,9,31
15478,5851,2876,25,193,57,33,200,51,2975
17361,6511,3174,0,184,48,26,143,122,3337
19382,54460,26943,988,1515,585,1053,1520,782,27517
5488,8239,4100,12,271,19,48,276,116,4139
29550,31952,15515,175,727,463,143,911,456,16437
23316,440,208,0,0,0,0,11,0,232
