Zipcode,Total_POP,TMale,TMale21 ,TMale35,TMale65,TFemale21,TFemale35,TFemale65,TFemal
76233,3327,1759,25,78,42,11,110,28,1568
77022,28277,14417,80,707,225,102,798,130,13860
80749,274,162,0,5,2,0,6,6,112
92301,33967,17614,289,1284,158,260,1393,252,16353
78589,41628,20327,749,1402,275,366,1334,316,21301
94574,8677,4059,30,213,184,46,286,169,4618
65262,995,407,0,26,0,0,74,1,588
67631,149,76,0,10,13,0,0,4,73
30248,25161,12195,49,560,227,249,1244,217,12966
8753,63026,30872,286,1764,802,417,1767,1146,32154
39176,2247,1170,0,142,9,0,55,59,1077
40205,24366,11641,216,862,390,171,896,352,12725
12177,305,153,0,0,0,0,0,34,152
12578,2206,1120,7,50,16,0,58,29,1086
13651,153,67,0,0,3,0,0,0,86
70080,1759,747,70,16,0,84,54,87,1012
58056,168,103,0,7,0,0,12,0,65
58212,535,324,1,5,28,0,5,6,211
23867,2018,949,0,26,60,23,82,30,1069
54868,15383,7851,106,594,64,98,443,218,7532
74332,1679,872,0,8,38,14,65,1,807
49726,1104,585,0,9,30,0,22,9,519
49892,1853,949,7,28,40,6,36,34,904
30666,10214,5247,82,208,73,11,324,125,4967
37303,24146,11438,114,536,278,139,662,349,12708
39653,2515,1319,35,7,90,3,113,31,1196
46763,1838,912,14,99,9,0,70,20,926
36345,8845,4268,0,473,77,48,393,118,4577
43152,787,386,0,0,25,10,16,10,401
72412,492,301,0,0,0,9,0,0,191
70448,25702,12304,104,792,172,78,755,293,13398
70503,30957,15268,410,1096,269,188,749,393,15689
70512,10109,5084,67,415,39,18,504,77,5025
24311,1624,804,10,74,21,16,50,56,820
24815,715,322,0,8,0,0,16,0,393
25559,1924,930,0,54,50,0,0,21,994
26572,204,146,16,0,0,0,0,0,58
27022,1099,571,0,75,8,0,55,0,528
5445,3839,1987,10,58,104,0,96,70,1852
6060,2949,1463,0,56,61,23,53,29,1486
6492,44841,20912,189,1445,415,270,1611,762,23929
4628,757,407,17,19,12,6,28,15,350
5151,1542,795,0,73,23,0,71,9,747
71446,22127,11521,130,943,226,99,710,248,10606
72530,1282,584,0,25,18,0,31,34,698
73724,1173,572,0,17,18,0,7,7,601
49047,14693,7378,162,406,124,29,220,137,7315
88040,105,61,0,0,12,0,18,0,44
89084,27218,13336,320,867,285,201,1186,321,13882
95439,774,472,0,79,42,0,41,0,302
96049,87,43,0,9,0,0,0,0,44
75942,222,88,0,0,0,0,0,0,134
67573,187,95,0,0,3,0,4,3,92
68382,27,9,0,0,2,0,2,0,18
85640,255,143,0,0,7,0,0,0,112
38864,1887,900,52,84,25,18,69,50,987
40328,1275,752,4,26,22,0,55,0,523
46984,209,101,0,24,8,0,24,0,108
64681,177,103,0,13,15,0,3,8,74
75065,12389,6080,31,459,87,62,473,214,6309
76035,1654,931,5,26,49,42,17,51,723
77031,17536,9130,343,421,136,167,541,101,8406
77094,9710,5019,0,210,122,31,320,255,4691
77358,5480,2658,41,102,59,12,98,49,2822
80911,35170,17198,152,1052,373,320,1200,404,17972
84525,960,474,6,48,26,19,43,4,486
62078,78,36,2,4,0,3,4,1,42
62278,6543,3303,70,119,60,65,159,71,3240
57104,26046,14405,219,1121,145,185,866,218,11641
58257,2081,1089,29,59,26,11,35,28,992
59035,182,92,0,6,6,0,11,6,90
80021,33725,17019,189,1183,223,220,1152,449,16706
63015,2318,1041,0,0,62,24,57,36,1277
63025,14334,6999,81,421,162,26,451,194,7335
63301,50675,24450,636,1412,604,1491,1344,551,26225
63384,1707,818,3,48,5,4,38,31,889
72416,5344,2727,28,215,124,18,146,20,2617
70128,19500,8397,130,401,204,165,631,212,11103
13603,9589,5148,186,517,0,136,363,13,4441
15462,676,351,0,10,0,0,18,0,325
15695,488,301,0,0,0,0,12,0,187
33070,5518,2841,27,102,60,0,90,126,2677
11423,31400,15291,221,1030,379,180,1046,529,16109
27946,1052,481,0,14,6,21,14,23,571
18636,1327,695,3,56,26,31,42,19,632
12492,210,95,0,0,3,0,0,4,115
55395,2898,1349,18,91,19,46,91,50,1549
38565,1367,847,0,106,0,0,121,5,520
7849,8915,4782,23,322,101,55,234,108,4133
17935,1493,735,12,31,14,0,12,6,758
1718,813,349,0,23,0,0,47,0,464
4046,7818,3760,33,168,136,57,203,209,4058
66769,382,206,3,2,10,3,19,6,176
67065,256,158,0,24,2,2,4,0,98
67868,318,201,0,29,52,0,12,0,117
68981,389,203,0,7,4,9,15,10,186
72137,2589,1374,0,42,17,1,12,48,1215
63061,169,116,0,0,0,3,0,0,53
70126,28173,12542,202,602,164,253,1029,353,15631
71857,4851,2421,0,236,65,1,110,44,2430
27616,53364,25255,274,1968,154,282,2986,561,28109
54554,960,500,11,9,20,0,8,31,460
54813,555,294,3,15,1,0,7,8,261
45414,20403,9926,17,652,285,210,690,250,10477
45711,1232,567,15,21,4,0,28,15,665
47978,11324,5723,51,308,153,69,424,160,5601
47340,2848,1435,10,77,36,10,89,57,1413
13205,17479,7986,64,433,262,60,442,244,9493
13784,106,56,0,0,3,2,6,2,50
5836,1111,512,0,18,9,13,80,33,599
6757,2124,986,13,45,0,0,45,57,1138
81323,4418,2177,0,96,100,58,123,71,2241
84337,12422,6615,22,542,64,48,287,150,5807
29015,1691,730,1,49,9,8,31,34,961
95014,62430,30611,316,2143,405,190,2349,528,31819
26351,4846,2872,83,325,40,53,55,68,1974
27405,48990,23193,196,1750,445,251,1970,500,25797
10006,3454,1633,0,214,16,19,237,48,1821
40077,382,202,0,7,13,0,0,0,180
38007,36,13,0,0,0,0,0,0,23
56245,630,341,2,20,11,8,12,13,289
17019,18392,9281,175,621,277,88,598,277,9111
48437,666,289,0,0,0,12,20,0,377
17076,14,0,0,0,0,0,0,0,14
17229,1220,581,16,10,10,10,20,13,639
45459,26979,12634,72,649,289,58,814,384,14345
20784,30184,14841,198,1141,217,177,1126,478,15343
6063,3160,1652,15,38,34,37,50,40,1508
14787,4739,2349,21,131,81,36,121,89,2390
15902,11212,5371,44,186,113,46,212,205,5841
12844,269,154,4,23,0,0,8,0,115
23072,11677,5877,20,323,164,92,265,126,5800
2128,46927,24990,392,2234,356,285,1738,359,21937
3276,8263,4299,79,264,189,13,214,140,3964
2650,845,420,2,31,25,0,0,42,425
80439,24687,12408,98,541,466,27,672,475,12279
10604,11045,5418,17,270,112,117,253,119,5627
11373,93967,47038,615,3493,832,481,3249,1365,46929
92337,38868,19537,510,1064,170,338,1574,347,19331
18969,15400,7521,74,391,143,62,532,313,7879
88003,500,264,27,3,0,13,0,0,236
88345,8418,3993,51,241,179,144,293,83,4425
32567,3104,1484,4,85,39,0,111,47,1620
76676,297,126,0,7,3,2,10,9,171
46733,18715,9459,78,509,165,43,622,366,9256
26519,2120,910,16,84,11,0,47,46,1210
52307,249,166,0,34,6,0,0,0,83
27596,18359,9077,80,535,203,144,465,250,9282
67844,830,401,0,17,12,1,19,20,429
24317,3912,1963,0,126,45,16,0,62,1949
60472,4870,2537,79,110,78,11,66,35,2333
47863,246,130,0,0,0,0,0,10,116
57455,88,26,0,0,0,14,0,0,62
98010,5485,2673,31,105,42,38,136,131,2812
49434,6,6,0,0,0,0,0,0,0
83549,737,398,17,12,22,0,4,2,339
76252,2834,1491,7,46,10,12,62,33,1343
91708,3892,1156,0,149,24,21,335,51,2736
56551,2033,1038,14,52,34,7,35,27,995
95829,28134,13865,175,755,205,202,826,302,14269
59844,668,304,7,15,23,0,7,4,364
60450,20460,10200,71,709,191,38,773,265,10260
81321,14758,7403,114,382,155,34,529,252,7355
63343,4403,2202,50,183,33,11,137,111,2201
86042,2181,1126,0,59,10,0,117,23,1055
76427,760,368,14,14,0,0,18,4,392
54566,1322,655,7,21,19,11,30,27,667
76943,3527,1740,10,74,2,18,132,86,1787
93410,0,0,0,0,0,0,0,0,0
96008,1328,520,0,6,12,6,51,22,808
79762,43881,22116,376,1591,257,450,1605,475,21765
81137,5745,2897,39,162,90,18,201,161,2848
43619,7296,3843,21,150,121,0,256,69,3453
72004,1020,486,6,5,3,0,32,24,534
13660,1558,800,14,46,17,13,31,27,758
38965,8664,4356,120,234,128,21,205,123,4308
12074,2895,1448,8,120,56,17,84,50,1447
5827,365,218,0,4,3,0,4,0,147
16125,17246,8335,138,327,238,210,434,250,8911
26147,1965,907,32,50,60,0,73,11,1058
1355,949,534,0,8,27,0,17,27,415
43773,3668,1943,12,104,47,19,45,50,1725
74030,3771,1732,10,63,59,22,98,54,2039
28173,56910,28318,372,1580,358,224,2033,419,28592
93442,10976,5367,62,291,215,0,246,184,5609
48427,2673,1307,5,80,40,19,73,32,1366
96122,3044,1439,0,100,71,15,55,69,1605
97225,26117,13139,86,1102,230,97,1143,463,12978
5667,2200,1065,13,58,47,5,64,22,1135
12729,1791,943,4,33,23,4,30,69,848
23505,29524,15169,325,608,252,307,963,405,14355
13795,3424,1593,0,79,14,35,64,81,1831
3604,269,133,0,0,0,0,0,0,136
4864,4718,2878,30,258,43,0,99,109,1840
15206,30014,14484,195,947,354,72,1007,523,15530
74871,2483,1215,3,93,57,10,65,32,1268
78611,13313,6752,117,389,190,30,332,241,6561
79013,3708,2042,0,123,22,0,104,13,1666
75959,678,294,0,0,0,0,0,14,384
98272,31416,17109,150,1506,252,140,879,396,14307
58762,206,117,0,8,15,0,6,10,89
18212,199,103,0,0,0,0,0,0,96
89509,34956,17094,142,883,464,197,942,380,17862
27312,20368,9491,90,497,332,146,532,349,10877
11103,36140,17586,95,1691,271,170,1475,320,18554
31001,4563,3199,42,441,56,19,91,61,1364
32129,22149,11142,291,520,159,204,613,345,11007
24124,5007,2270,92,77,45,96,75,18,2737
35907,8511,4182,24,354,131,21,156,102,4329
15344,1408,753,14,52,21,8,39,14,655
37337,1750,727,0,19,6,0,59,18,1023
38015,2195,1247,4,84,18,7,81,40,948
25985,489,200,0,0,23,0,9,21,289
4624,185,84,0,0,0,0,0,4,101
4764,30,15,0,2,2,0,0,2,15
38685,1557,811,0,24,0,15,86,0,746
22150,27860,13743,112,1034,334,216,1011,272,14117
46175,616,312,9,12,5,2,11,14,304
28469,6128,2914,19,38,226,91,78,184,3214
31047,14625,7053,186,569,75,0,636,205,7572
15535,2171,1142,7,68,32,8,33,36,1029
27025,11387,5624,37,407,169,53,332,168,5763
32639,123,70,0,0,32,0,0,0,53
94553,49699,24308,230,1539,552,182,1524,925,25391
80834,218,119,0,2,6,3,2,7,99
76305,4352,2178,10,99,75,10,89,116,2174
77055,44680,23208,209,2295,304,227,1434,545,21472
61438,917,511,13,9,8,12,43,7,406
89039,140,62,0,0,7,0,0,5,78
79247,68,35,0,0,2,0,9,0,33
62568,15787,8055,139,658,154,24,467,210,7732
62868,1735,918,8,55,43,18,53,4,817
63961,1631,863,11,77,17,0,43,14,768
68658,714,362,0,10,10,1,14,4,352
67861,1903,898,0,13,4,0,27,16,1005
60056,55250,27755,330,2306,741,237,2086,731,27495
70549,3591,1846,0,47,0,56,127,38,1745
71109,21010,9912,313,774,229,158,592,352,11098
62967,237,116,0,4,1,0,12,11,121
64109,9647,4897,89,440,57,87,271,146,4750
58646,1210,619,3,42,21,0,16,43,591
78408,11787,5733,71,253,57,36,325,123,6054
78548,727,353,0,42,20,0,17,4,374
48621,1176,553,0,28,36,0,12,25,623
49337,11732,5990,77,276,187,69,223,193,5742
75078,23580,11773,27,979,105,96,1279,235,11807
38870,2840,1271,5,44,6,21,43,41,1569
95012,10792,5646,37,394,111,136,175,77,5146
31569,5831,2802,38,219,95,25,173,179,3029
62297,251,114,0,0,0,0,0,36,137
32603,7195,4301,436,118,46,305,44,2,2894
62828,1334,589,2,21,21,3,37,18,745
14428,7439,3627,106,161,30,38,145,129,3812
72438,2946,1474,15,122,21,0,138,15,1472
74114,16175,7738,20,546,181,34,705,315,8437
79754,102,58,0,0,0,0,0,0,44
65275,2601,1304,0,52,28,32,45,41,1297
66616,5455,2827,19,154,153,48,38,70,2628
17060,1174,586,15,42,19,6,42,5,588
67838,968,468,0,15,13,2,25,11,500
18324,9110,4406,15,212,112,46,282,281,4704
69348,1561,780,0,33,30,0,22,30,781
27408,18090,8432,20,637,221,13,638,356,9658
76871,700,343,3,56,23,0,21,4,357
71473,423,202,0,17,18,0,8,3,221
71659,80,38,0,0,0,0,0,0,42
80133,2558,1239,6,113,18,33,45,32,1319
73569,540,274,0,26,3,0,11,23,266
89018,4837,4466,127,537,35,6,20,0,371
83604,535,228,6,14,0,0,33,17,307
85348,2295,1114,0,0,73,0,61,17,1181
98294,7127,3903,57,329,43,7,351,62,3224
99676,1353,655,1,60,31,37,72,44,698
95974,64,47,0,0,0,0,0,0,17
97116,26767,13180,228,887,173,324,977,317,13587
50665,3053,1518,0,142,29,0,78,21,1535
67737,416,208,0,14,11,0,9,4,208
69046,128,70,0,0,4,0,0,0,58
53004,3350,1732,11,138,51,43,117,19,1618
15957,644,317,0,19,5,0,17,0,327
16677,263,111,0,0,0,0,0,9,152
17762,561,306,7,18,6,0,14,13,255
76537,5631,2686,39,239,77,60,210,48,2945
60948,1496,779,9,19,21,23,18,10,717
60968,335,163,0,10,1,0,8,1,172
61849,1999,1098,31,51,0,18,112,14,901
63114,35487,17032,391,1249,315,152,1195,515,18455
68445,105,58,0,3,0,0,1,6,47
69219,170,76,13,0,0,0,0,8,94
65270,17122,8993,168,700,191,90,378,96,8129
66835,1082,542,2,38,30,0,20,7,540
84621,91,64,0,0,0,0,0,0,27
72633,1348,619,10,8,8,0,21,25,729
73550,2313,1093,0,79,33,19,82,36,1220
16738,2507,1900,0,345,16,0,53,8,607
40816,15,15,0,0,0,0,0,0,0
30630,2264,953,9,5,35,27,29,22,1311
45304,7084,3512,42,186,87,24,185,68,3572
24486,3640,1743,0,111,85,0,185,112,1897
24836,630,292,3,5,0,10,4,0,338
17702,10480,5090,50,340,105,58,408,270,5390
18507,5165,2635,62,52,20,0,279,126,2530
8641,4478,2446,62,221,0,21,216,9,2032
28582,2734,1467,51,60,35,61,147,27,1267
28740,759,398,0,7,7,0,33,0,361
29388,15721,7476,102,523,112,85,511,181,8245
13420,933,414,0,11,16,12,6,17,519
27009,2596,1347,16,52,0,0,106,50,1249
27916,885,459,0,12,20,0,32,25,426
53599,39,18,0,0,0,0,0,0,21
38485,6487,3197,52,174,100,32,164,41,3290
8553,598,305,0,12,13,0,18,19,293
1034,2179,1068,29,70,51,0,73,38,1111
14621,33264,15452,271,803,249,126,1165,300,17812
4363,2572,1342,0,67,20,0,92,20,1230
4855,195,109,0,0,0,0,0,0,86
89052,54586,26530,101,1665,766,177,1683,660,28056
98245,3646,1724,20,50,69,36,63,108,1922
98571,472,187,0,0,8,0,0,44,285
73768,1666,846,20,36,22,23,64,24,820
75944,1265,649,12,47,5,0,25,35,616
65630,333,164,0,2,5,0,4,6,169
76180,36964,17894,171,914,376,200,1262,543,19070
76884,148,73,0,0,0,9,10,0,75
60932,92,37,0,0,0,0,0,0,55
71302,13365,6181,193,382,191,171,229,220,7184
71472,497,208,0,0,0,0,0,0,289
72025,837,377,13,11,6,8,30,0,460
35677,1799,782,28,33,16,2,79,45,1017
35975,463,179,0,22,0,0,0,11,284
48183,42544,20726,247,1124,617,223,1173,519,21818
48316,27594,13572,119,716,318,96,931,338,14022
22740,1103,559,0,7,9,0,16,23,544
23416,253,61,0,0,0,0,0,0,192
45656,6364,3131,54,180,75,44,99,84,3233
54547,1390,721,2,23,47,28,13,27,669
15680,162,83,0,8,13,0,8,0,79
16157,3076,1479,30,77,28,25,50,31,1597
17093,1421,692,54,40,0,15,65,43,729
20636,11523,5866,14,332,105,145,357,249,5657
21648,256,135,0,0,0,6,0,6,121
22946,208,89,0,29,0,0,0,9,119
4473,8151,3921,338,159,62,601,110,91,4230
4616,713,360,9,11,14,0,13,9,353
7027,4334,2264,12,221,48,64,163,89,2070
8861,53879,26863,553,1745,275,462,2015,427,27016
10996,6673,4334,785,212,0,100,163,0,2339
25508,9025,4491,103,229,143,147,319,166,4534
26155,7849,3712,26,210,71,44,228,92,4137
30105,1776,860,32,54,18,30,18,38,916
11801,40340,20246,416,1039,578,427,818,709,20094
12745,143,61,0,6,0,0,0,0,82
13029,7243,3497,104,201,66,8,178,150,3746
26743,1200,546,0,48,40,0,0,0,654
17812,1276,621,0,31,9,7,26,15,655
75926,1103,515,0,21,32,12,38,17,588
76255,5444,2663,47,148,48,29,85,82,2781
84754,3841,2010,30,133,52,13,145,67,1831
65580,701,369,0,16,8,0,17,0,332
66046,19456,9486,480,786,68,271,669,205,9970
17318,541,241,0,23,32,0,24,0,300
3750,879,483,0,25,0,26,18,0,396
3851,4072,2066,0,93,65,60,73,109,2006
4859,890,464,24,13,50,0,24,20,426
7751,19715,9520,143,432,204,120,470,364,10195
21750,3732,1872,18,99,87,17,111,98,1860
21853,11693,5729,260,342,67,127,328,181,5964
23938,360,229,0,0,14,0,0,6,131
24088,5025,2481,124,117,75,84,38,32,2544
75692,4747,2472,29,292,62,14,179,42,2275
77871,2841,1497,2,62,33,0,32,104,1344
96813,25219,12737,129,1034,460,93,1133,137,12482
87567,1378,586,0,0,0,6,15,43,792
88422,61,33,0,0,0,0,0,0,28
93463,8025,3874,10,252,120,66,111,225,4151
92806,39719,20050,293,1502,200,313,1402,331,19669
78598,88,32,0,0,0,0,0,0,56
49325,1950,1013,17,67,23,3,64,40,937
65608,9103,4667,12,277,147,78,288,38,4436
60188,42602,20943,229,1348,373,151,1483,597,21659
67355,160,82,3,2,0,0,8,0,78
68062,295,157,0,11,1,0,10,5,138
76939,10,5,0,0,0,0,0,0,5
78938,387,179,0,13,0,0,0,5,208
79064,2382,1179,29,75,25,19,83,29,1203
79324,37,17,0,0,0,0,0,0,20
80908,17807,8709,86,657,259,47,782,392,9098
84105,22477,11198,197,1308,204,133,993,329,11279
65735,51,30,0,0,0,0,0,0,21
72934,778,411,0,26,21,0,29,31,367
46349,2838,1511,47,73,13,22,24,74,1327
47501,18001,9102,118,532,165,55,374,198,8899
47836,0,0,0,0,0,0,0,0,0
48238,27051,12747,183,691,255,120,958,408,14304
41815,1045,569,28,0,0,0,0,0,476
59008,490,254,0,16,20,0,17,8,236
60911,1308,673,5,36,11,11,28,17,635
61458,669,341,0,8,1,0,3,8,328
61477,573,237,0,20,11,2,25,14,336
63623,861,462,0,36,27,10,26,20,399
55428,31222,14751,132,1271,302,98,1080,394,16471
56035,354,162,0,6,3,0,10,9,192
54139,3216,1670,15,88,62,14,123,59,1546
49649,7406,4284,68,268,100,0,207,73,3122
3602,2568,1195,21,81,38,0,54,22,1373
6117,16165,7564,211,268,104,132,317,313,8601
17251,137,71,0,3,2,0,0,3,66
25306,7250,3724,29,207,110,49,130,131,3526
21784,38390,18998,146,1213,411,258,1163,640,19392
22066,18332,8960,86,235,391,147,476,278,9372
26323,458,251,3,14,9,0,26,10,207
28704,19060,8679,63,450,230,39,638,218,10381
11769,8706,4049,20,156,117,64,155,119,4657
11952,4841,2481,71,7,88,33,128,92,2360
77515,32554,16894,184,1240,319,212,1081,319,15660
77521,59722,30206,461,1694,361,909,2470,925,29516
78590,366,164,0,0,0,0,8,3,202
79063,669,332,0,19,2,0,9,7,337
53046,1177,611,4,32,14,0,64,28,566
64505,13017,6331,61,490,199,42,315,163,6686
68317,1891,970,8,123,14,0,54,22,921
56579,1184,631,0,36,13,3,38,18,553
72149,0,0,0,0,0,0,0,0,0
73106,12683,6529,196,320,123,144,276,139,6154
73433,3002,1519,17,110,34,14,85,52,1483
73449,3106,1587,16,69,25,1,31,68,1519
15733,159,77,0,5,0,0,2,0,82
16501,1910,1084,18,14,40,7,22,26,826
11741,27149,13921,201,764,235,176,781,384,13228
13438,3253,1631,12,59,59,11,44,34,1622
14513,13970,6692,58,231,155,84,394,200,7278
18352,817,408,0,33,51,0,29,31,409
19442,0,0,0,0,0,0,0,0,0
76935,1912,856,11,30,24,0,42,31,1056
77098,13549,6448,22,494,110,35,668,207,7101
78016,10026,4569,24,295,108,94,193,368,5457
84086,421,169,0,3,19,0,5,2,252
64641,563,275,0,0,13,0,7,7,288
64701,14225,6456,64,519,131,161,392,240,7769
68461,611,299,0,0,13,0,17,12,312
68701,30531,15018,289,1019,341,152,803,320,15513
86411,217,110,0,3,5,0,4,20,107
72341,203,112,0,0,0,0,5,6,91
90245,16850,8117,46,552,132,12,689,221,8733
59434,644,305,0,18,3,4,22,17,339
51654,432,194,0,8,5,0,15,10,238
53210,27188,12162,209,823,131,224,994,460,15026
38066,2757,1481,15,46,45,20,27,66,1276
29432,3594,1638,47,108,33,18,165,24,1956
13731,880,420,0,7,18,25,13,3,460
15047,133,52,0,0,0,0,0,17,81
23354,149,77,0,0,11,0,0,0,72
43953,11656,5569,142,220,186,17,238,207,6087
44087,20595,9431,56,557,233,131,570,129,11164
97525,4450,2286,22,107,56,40,159,101,2164
61878,1310,630,0,21,15,0,32,18,680
62281,2712,1307,0,93,39,3,48,32,1405
62414,1993,1025,3,80,13,0,122,39,968
63140,276,130,1,2,1,10,4,4,146
45766,1000,461,0,12,0,0,29,19,539
50120,328,178,2,7,3,0,3,4,150
34773,3771,1849,19,171,14,0,168,75,1922
40324,47244,23407,389,1860,407,310,2028,476,23837
40729,4879,2532,55,84,34,66,148,115,2347
90071,0,0,0,0,0,0,0,0,0
97484,184,98,0,2,4,0,4,12,86
4944,37,18,0,0,0,0,0,0,19
5148,941,525,0,3,48,13,5,11,416
6330,3290,1636,35,146,16,34,131,43,1654
6511,52669,25220,810,1644,340,820,1926,336,27449
2045,10424,4834,44,172,202,45,223,295,5590
30068,32613,16181,233,784,453,135,1026,325,16432
47959,2898,1478,12,61,42,18,142,57,1420
38663,12375,5969,79,359,201,89,314,193,6406
22734,3067,1347,40,94,9,19,101,22,1720
28619,1537,702,22,38,0,15,37,30,835
31301,4006,2086,74,139,0,17,59,57,1920
34473,19522,8977,0,462,125,65,389,376,10545
50575,1017,476,1,29,22,5,40,14,541
53132,35940,18350,216,1235,433,130,1248,408,17590
23062,2427,990,0,24,0,0,19,0,1437
53570,2491,1306,15,77,35,8,73,36,1185
54470,2005,997,6,78,28,5,75,16,1008
40161,217,87,0,0,0,0,0,0,130
50551,94,48,0,3,11,0,3,5,46
32960,20960,9590,92,414,383,50,447,275,11370
56243,1685,883,16,58,12,12,51,11,802
36274,11295,5342,106,271,86,149,345,243,5953
57540,111,51,0,3,0,0,2,0,60
37019,548,325,0,9,5,0,0,0,223
47362,30010,16118,213,914,309,206,747,384,13892
66542,3097,1599,19,100,42,10,26,70,1498
62901,26217,13349,809,691,126,708,576,301,12868
12057,2036,949,35,15,54,9,76,89,1087
55009,7761,3976,44,340,61,40,230,115,3785
98195,51,17,0,17,0,0,0,0,34
33843,11136,6256,86,375,79,68,210,119,4880
93015,17817,8590,184,674,97,56,538,275,9227
37825,8288,3953,43,261,188,120,113,119,4335
57725,273,122,0,0,10,0,0,13,151
99750,688,349,3,23,2,7,8,2,339
62265,4391,2185,33,102,15,71,119,46,2206
79549,16024,8844,103,849,96,164,497,145,7180
61440,690,350,9,9,26,0,21,6,340
71454,1800,1013,22,63,27,9,28,24,787
49644,2222,1184,0,31,71,6,17,49,1038
85619,157,66,0,18,0,0,17,16,91
99335,257,119,0,7,5,0,8,9,138
92384,13,10,0,5,0,0,0,0,3
68790,862,428,0,37,6,2,25,3,434
65756,746,429,0,15,11,1,13,4,317
74010,10669,5073,68,244,66,67,277,86,5596
73735,694,273,0,23,0,7,16,14,421
74869,684,339,0,39,9,0,24,3,345
50102,146,86,0,0,0,0,0,0,60
63044,10536,4881,17,256,124,0,292,79,5655
38382,9191,4594,178,194,106,100,244,129,4597
63785,879,434,7,33,7,0,34,8,445
39739,2338,967,30,38,38,75,73,53,1371
54540,886,489,8,22,28,1,12,28,397
61931,1080,521,0,30,4,16,22,10,559
56033,386,202,10,25,4,9,9,3,184
83705,27808,14386,59,1195,309,299,1025,366,13422
48446,31008,15902,273,795,365,125,812,484,15106
85601,646,357,0,0,21,28,0,0,289
44836,2330,1176,27,88,8,22,40,31,1154
78254,58540,27552,156,2352,355,253,2793,538,30988
80211,34144,17046,51,1936,219,45,1856,310,17098
13666,228,99,0,11,0,0,17,2,129
17362,13300,6954,91,403,163,28,429,151,6346
92627,63212,32493,331,2768,534,523,2507,650,30719
25705,21825,10522,152,941,256,187,605,422,11303
8108,18252,8679,35,750,282,61,534,251,9573
99777,242,137,0,5,4,0,2,7,105
20769,7439,3638,38,218,125,0,259,121,3801
36323,7810,3876,64,150,100,94,203,228,3934
23050,852,393,0,0,17,0,0,0,459
29353,4199,2175,11,98,38,26,91,57,2024
38132,0,0,0,0,0,0,0,0,0
12090,6139,3040,0,172,119,76,192,81,3099
39563,13487,6650,74,332,137,76,442,277,6837
18340,248,110,0,0,0,0,0,0,138
18356,78,32,0,0,0,0,0,0,46
2021,23134,10857,126,660,249,101,930,346,12277
94065,12579,5756,26,521,114,43,561,113,6823
18974,41173,19768,227,1249,437,131,1123,717,21405
99033,878,454,0,18,10,4,2,25,424
19310,3149,1572,28,62,21,31,78,24,1577
2725,2421,1104,0,68,0,0,71,74,1317
19940,5538,2586,0,118,116,8,112,101,2952
57070,1537,749,9,48,18,0,61,29,788
13692,64,29,0,0,0,0,0,9,35
43072,5701,2912,47,100,126,29,78,110,2789
14720,597,290,0,25,9,0,3,13,307
32814,7155,3412,0,387,221,0,615,29,3743
32720,31819,14943,289,561,313,323,717,399,16876
50309,7008,3653,43,381,88,57,151,51,3355
20629,374,143,0,36,0,0,12,0,231
50454,73,32,0,0,0,0,0,0,41
22033,40170,19834,236,1723,344,164,1441,460,20336
17744,3132,1595,0,56,51,39,64,41,1537
48173,12631,6375,98,556,135,8,506,145,6256
12770,293,164,0,15,0,0,0,0,129
38021,20,4,0,4,0,0,4,0,16
38365,53,32,0,0,0,0,0,0,21
28330,444,195,0,0,0,0,0,0,249
46530,31593,15665,76,855,453,109,997,452,15928
74431,889,441,7,41,9,0,30,7,448
80476,178,103,0,15,0,0,2,2,75
61738,4395,2225,26,170,42,41,203,90,2170
76207,14342,7071,100,434,250,268,387,180,7271
55795,1686,933,26,83,21,0,55,29,753
45388,853,465,0,43,3,7,15,0,388
39483,6265,2899,29,174,87,92,196,99,3366
31503,20624,9769,69,470,161,53,931,343,10855
45833,10605,5075,95,358,154,92,265,172,5530
95717,106,62,0,0,0,0,0,17,44
98849,1078,508,0,57,0,1,44,7,570
36201,18052,8445,51,526,173,140,443,338,9607
80126,43801,21499,225,1495,356,281,1481,420,22302
76061,39,20,0,0,0,0,0,19,19
5448,941,475,9,35,20,4,18,22,466
94564,19200,8796,92,635,243,95,677,384,10404
7452,11826,5954,63,366,89,27,445,167,5872
89409,162,110,0,0,0,0,13,12,52
25044,291,135,21,14,8,15,33,0,156
23071,1641,777,0,86,16,3,25,27,864
56570,1165,648,9,33,22,0,30,17,517
57055,1231,676,0,33,32,0,52,16,555
11757,44115,21898,338,1067,552,348,1128,712,22217
66758,219,113,0,0,3,0,4,12,106
59318,143,74,0,8,0,0,5,0,69
68784,1981,924,28,56,26,5,36,15,1057
61475,203,113,0,13,0,0,7,3,90
59911,8226,3983,29,202,175,20,188,225,4243
55092,10836,5549,80,373,52,35,229,143,5287
35565,13266,6555,26,455,186,56,381,243,6711
64843,3372,1653,9,90,42,5,131,96,1719
65692,1424,733,0,62,16,0,38,42,691
76102,9417,4955,46,406,107,42,155,114,4462
46741,4591,2336,17,110,8,33,155,67,2255
71340,1875,1380,61,207,2,0,74,18,495
49505,32068,15693,112,1030,332,305,977,373,16375
72116,22337,10896,124,586,203,201,550,322,11441
25003,2662,1328,0,157,26,29,53,62,1334
72660,508,247,0,27,8,0,18,21,261
91605,52210,26082,440,2043,494,255,1532,788,26128
83537,1097,600,12,19,3,4,8,19,497
